start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
17 Nov 22,17 Nov 22,3156,1384.954,10,2,2,fr,1,3,3,10,,,14,14,14,18,3,0,0,0,0,1,,,,,5,,1,5,2,2,3,2,3,1,1,3,3,6,1,10,3,5,1,5,2,4,4,4,5,7,4,2,2,2,2,1,6,4,3,,,,,,,,,9,10,,,,2,1,2,,,5,,,8,,10,11,,,,,,5,2,5,,,,1,2,2,3,2,3,2,2,3,3,5,3,5,4,5,6,3,4,3,2,7,3,5,182,,3,1,,,,,,5,4,3,2,5,2,2,2,1,1968,54,4,14,1,8,5,45,1,1,2,6,9,1,3,2,,.27988195,.36110201,.65057081
17 Nov 22,17 Nov 22,3157,1626.182,10,2,2,fr,1,3,2,,4,,14,14,14,1,0,3,0,0,0,3,1,,,,,,,,,2,3,2,3,2,2,2,2,5,1,5,2,3,1,6,3,5,4,4,5,8,6,4,2,2,1,2,5,4,2,,,,,,,7,8,,,,,,1,1,,3,,,6,,8,9,,,,,,,,,,,,,,1,3,2,999,2,1,3,1,3,1,1,5,6,4,4,4,1,2,2,8,9,5,6,168,,2,1,,,,,,7,5,2,2,5,2,3,2,8,1961,61,5,14,1,7,2,38,3,6,,,,6,3,2,,.20662761,.25773534,1.2044554
17 Nov 22,17 Nov 22,3158,1300.511,15,2,1,it,1,3,2,,7,,20,20,20,64,2,1,0,0,0,3,,,,,,6,,,,1,3,3,3,2,3,1,3,7,1,8,5,6,1,6,1,2,2,3,4,8,3,2,1,1,1,1,6,5,,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,1,3,2,3,2,3,5,6,5,6,6,2,3,1,5,7,7,4,239,,2,,,,,5,,7,6,2,5,5,2,3,1,1,1954,68,6,20,999,4,3,79,2,6,,,,3,4,999,,2.139199,1.5185528,.62475306
17 Nov 22,17 Nov 22,3159,847.81598,15,2,1,it,1,3,2,,999,,20,20,20,28,2,0,0,0,0,3,,,,,,6,1,9,2,2,3,3,3,2,2,1,2,3,1,5,5,5,999,,2,1,5,3,3,999,1,3,1,2,1,1,5,5,,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,5,2,2,,,,1,3,6,3,1,1,1,5,2,1,4,3,6,4,6,6,2,11,2,8,9,10,7,238,,2,,,,,5,,10,8,1,5,5,2,3,1,5,1962,60,5,20,1,4,4,76,2,1,2,3,4,1,2,998,,1.2405378,1.4215275,1.0168953
17 Nov 22,17 Nov 22,3160,926.39697,21,2,1,pl,1,3,2,,6,,33,33,33,63,0,2,0,0,0,3,,,,,,6,1,9,2,1,3,3,3,1,1,1,3,4,1,7,4,5,1,8,1,5,5,5,5,9,2,3,2,1,1,1,4,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,1,1,,,,1,1,3,3,2,1,2,3,2,1,1,5,6,5,6,6,2,2,2,9,3,7,8,339,,1,,,,,5,,9,9,1,3,5,2,3,2,9,1959,63,5,33,1,8,1,106,2,1,2,1,8,1,5,2,,2.4322028,2.8760519,1.310517
17 Nov 22,17 Nov 22,3161,1127.223,10,2,2,fr,1,1,998,,998,,14,14,,21,0,0,0,0,0,,,,,,,6,,,,1,3,2,3,1,1,1,3,5,1,6,7,6,1,7,3,4,5,4,3,,5,2,7,2,1,2,5,4,4,,,,,,,,,9,,,,,2,1,,3,,,,,,,10,11,,,,,,,,,5,1,2,2,3,3,4,1,2,3,5,3,1,6,3,4,5,4,5,4,3,2,8,4,5,5,998,,2,,,,,5,,8,7,2,5,5,2,3,2,1,2001,21,1,14,1,7,1,44,1,2,,,,1,3,2,,.68521458,.73243082,.52016848
17 Nov 22,17 Nov 22,3162,555.55298,10,2,1,fr,1,1,2,,5,,20,14,,20,0,0,0,0,0,,,2,,,,,1,8,2,2,1,2,2,2,3,3,3,7,1,10,4,7,1,3,4,4,1,2,1,,5,1,3,3,3,3,5,3,7,,,,,,,7,,,,,,,1,1,,3,,,,,,,,11,,,,,,4,2,997,,,,1,3,4,6,2,6,2,4,3,6,8,3,4,3,2,4,5,6,7,3,2,5,2,417,,1,,,,,5,,7,8,2,5,5,3,3,1,5,1998,24,1,14,1,8,3,36,2,1,2,1,4,1,6,2,,1.3894464,1.1881405,1.0854439
17 Nov 22,17 Nov 22,3163,1440.7581,15,2,2,it,1,3,998,,998,,20,20,20,65,0,2,0,0,0,3,1,,,,,,,,,2,2,3,3,2,1,1,5,6,1,3,3,4,1,8,3,998,3,2,2,6,1,5,6,1,1,1,2,5,,,,3,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,3,3,3,2,3,1,5,6,6,5,4,5,6,8,7,8,7,6,6,999,,3,1,,,,,,5,5,4,5,1,2,3,2,10,1951,71,6,20,1,4,2,76,2,6,,,,3,3,1,2,1.7795063,2.2363701,.41650206
17 Nov 22,17 Nov 22,3164,863.92401,15,2,2,it,1,4,2,,6,,20,20,,58,2,2,0,0,0,1,,,,,,6,1,9,2,2,3,2,999,2,3,2,4,6,1,3,3,6,1,5,1,3,4,3,1,,1,2,2,2,1,1,5,3,6,,,,,,,,,,,11,,,2,,,,,,,,,,10,11,,,,,,997,2,2,,,,1,3,4,2,3,2,3,4,3,1,5,4,5,999,999,6,8,9,8,6,5,6,5,236,,2,,,,,5,,9,7,1,1,4,2,1,2,11,1964,58,5,20,1,4,2,78,2,1,2,1,8,1,4,2,,1.1908996,.80671388,.79114777
17 Nov 22,17 Nov 22,3165,1360.729,15,2,2,it,1,3,2,,5,,224,224,20,14,2,1,0,0,0,2,1,2,,,,,,8,1,1,3,3,3,2,1,2,2,7,1,5,2,6,1,3,4,4,2,4,3,3,1,3,1,2,1,1,6,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,4,997,,,,,2,3,3,4,3,1,2,1,4,1,4,4,6,5,6,6,4,4,3,5,2,7,4,232,,1,1,,,,,,9,9,1,998,5,3,3,1,6,1948,74,6,999,1,7,5,77,2,1,3,1,9,2,4,1,3,.33842835,.26425308,.62475306
17 Nov 22,17 Nov 22,3166,1165.881,15,2,1,it,1,3,2,,8,,20,20,15,16,2,0,0,2,0,3,,2,,,,,1,10,2,2,3,3,3,1,1,1,2,5,1,4,3,5,1,4,2,5,3,4,5,9,3,2,2,1,1,1,3,5,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,5,2,1,,,,1,2,3,2,2,2,1,3,4,1,1,4,6,4,6,6,2,3,3,10,8,5,5,998,,1,1,,,,,,8,8,1,1,4,2,3,1,11,1969,53,4,20,1,7,2,75,2,1,2,1,8,1,4,2,,.10566831,.065151595,.93732136
17 Nov 22,17 Nov 22,3167,1405.775,10,2,2,fr,1,3,3,10,,,14,14,14,6,1,0,1,0,0,1,1,,3,,,,,4,3,1,2,2,1,3,3,3,4,6,1,6,2,2,1,2,1,5,1,4,5,6,3,2,1,3,3,2,6,3,7,,,,,,,,,9,,,,,2,,,,,,,,8,,,11,,,,,,5,997,,,,,1,3,3,3,1,3,1,5,2,2,7,3,6,6,5,6,10,3,7,10,2,8,3,998,,4,,,,,5,,5,1,1,2,5,2,2,2,4,1984,38,3,14,1,7,2,42,2,1,3,1,9,1,2,2,,.55972159,.76668376,1.4472326
17 Nov 22,17 Nov 22,3168,1251.929,27,2,2,sv,1,3,2,,10,,41,41,41,47,1,0,0,1,0,3,,,,,,6,1,10,2,2,3,3,3,1,1,1,5,6,1,5,4,5,1,6,3,5,5,5,5,10,3,3,1,1,1,1,5,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,1,997,,,,1,3,4,4,4,2,3,5,2,1,7,3,6,4,5,6,1,1,1,10,10,10,8,378,,2,,,,,5,,10,1,2,5,3,3,3,2,1,1971,51,4,41,1,6,2,134,2,1,2,1,1,1,1,1,1,.75063848,.48896429,.86551613
17 Nov 22,17 Nov 22,3169,1508.405,21,2,2,pl,1,1,2,,8,,33,33,,35,0,0,0,0,0,1,,,,,,6,1,8,2,2,3,3,3,1,1,1,4,7,1,3,5,7,1,4,4,998,5,4,998,,1,2,1,1,1,1,5,998,,,,,,,,,,,,11,,,1,1,,3,,,,,8,,,,,,,,,4,2,4,,,,1,3,2,4,2,3,3,5,5,1,6,4,6,3,5,5,3,2,3,9,999,5,8,337,,1,,,,,5,,8,7,2,3,4,2,3,2,9,1987,35,2,33,1,8,1,102,2,1,2,1,5,1,4,2,,.15675388,.17792319,.62694484
17 Nov 22,17 Nov 22,3170,1056.928,10,2,1,fr,1,3,2,,9,,20,14,14,18,2,0,1,1,0,1,,,,,,6,1,10,1,2,3,3,3,3,3,1,4,5,1,12,2,5,1,6,1,1,1,5,5,8,3,3,3,1,1,1,4,5,,,,,,,,7,8,,,,,,1,,,,,,,,,,,,,,,,,5,1,2,,,,998,998,3,3,2,4,3,1,2,1,5,3,3,3,4,6,2,2,5,6,1,6,4,182,,4,,,,,5,,10,10,3,3,3,2,3,1,6,1973,49,4,14,1,8,2,36,2,1,2,1,4,1,1,1,3,.38992536,.46525121,1.2470711
17 Nov 22,17 Nov 22,3171,888.98901,10,2,2,fr,1,1,2,,6,,14,14,,24,0,0,0,0,0,1,,,,,,6,1,8,2,1,3,1,3,1,1,1,5,5,1,3,5,5,1,6,1,4,4,4,3,,5,5,2,2,2,2,7,3,7,,,,,,,7,,,,,,,1,1,2,3,,,,,,,,11,,,,,,4,2,2,,,,1,3,2,3,999,3,3,5,5,1,3,3,4,3,3,5,7,6,4,7,6,7,6,999,,3,,2,,,,,7,7,2,2,4,2,3,2,4,1959,63,5,14,1,7,1,44,2,1,2,5,1,1,4,2,,.17290883,.14361243,.57720143
17 Nov 22,17 Nov 22,3172,1209.936,10,2,2,fr,1,2,2,,7,,14,14,14,2,1,0,1,0,2,1,1,,3,,,,1,7,2,2,3,2,3,2,2,2,7,7,1,2,2,3,1,3,2,5,5,5,5,8,5,1,5,1,1,1,4,5,,,,,,,,7,8,9,10,,,,2,,,,,,,,,,,,,,,,,4,2,2,,,,1,2,3,3,1,3,4,4,3,1,3,3,4,3,5,5,5,5,3,10,3,5,7,170,,2,,,,4,,,7,7,1,5,5,2,3,1,7,1991,31,2,14,1,7,2,46,3,1,2,1,7,1,4,2,,.39592832,.29691985,.66909361
17 Nov 22,17 Nov 22,3173,1233.054,27,2,2,sv,1,3,2,,7,,41,41,41,49,1,2,0,0,0,1,1,,,,,,1,7,2,1,3,3,3,1,1,1,5,5,1,5,3,3,1,0,2,5,4,5,5,8,5,2,3,1,1,1,4,5,,,,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,,5,2,3,,,,1,2,3,4,2,2,2,4,3,1,5,5,4,2,4,6,4,4,4,7,7,7,7,373,,1,,,,,5,,7,7,1,4,4,2,3,1,2,1973,49,4,41,1,4,3,134,1,1,2,5,1,1,2,1,3,1.023718,.77384144,.86551613
17 Nov 22,17 Nov 22,3174,2456.1279,15,2,2,it,1,3,2,,2,,20,20,20,5,6,0,0,1,0,1,,2,,,,,2,8,2,2,3,3,3,1,1,1,6,7,1,7,7,7,1,5,1,5,5,5,5,9,6,2,2,1,1,1,6,5,,,,3,,,,7,8,,,,,,1,,,,,,,,,,,,,,,,,5,1,1,,,,1,2,5,2,2,3,6,1,3,1,5,6,6,5,6,6,7,2,7,9,8,8,8,232,,2,,,,,5,,7,8,2,4,1,3,3,1,3,1967,55,4,20,1,3,7,77,2,1,1,6,998,1,1,2,,1.3890742,3.0000019,1.8746427
17 Nov 22,17 Nov 22,3175,917.51703,10,2,2,fr,1,3,2,,8,,14,14,14,5,3,0,1,2,0,1,,2,3,,,,1,8,2,2,3,3,3,1,1,1,6,7,1,10,4,7,1,3,1,5,5,5,5,9,1,3,2,1,1,1,7,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,2,4,,,,1,2,4,5,4,3,5,6,5,1,5,2,6,4,5,6,6,5,1,3,5,6,7,168,,1,,,,,5,,10,10,2,998,4,2,3,2,4,1985,37,3,14,1,8,2,40,1,1,1,1,9,1,3,2,,.63465124,.51891088,1.4472326
17 Nov 22,17 Nov 22,3176,810.521,21,2,2,pl,1,3,2,,10,,33,33,33,32,1,0,1,0,0,1,,,,,,6,1,8,1,2,2,3,999,3,3,2,5,7,1,6,5,2,1,2,1,998,1,3,3,7,1,1,1,1,2,1,5,4,6,,,,,,,7,8,9,10,,,,1,1,2,3,,,,,,,,11,,,,,,2,4,5,,,,2,3,1,4,1,1,2,3,2,4,6,2,3,2,3,5,4,5,4,3,2,7,2,339,,2,1,2,,,,,9,7,2,2,5,3,3,1,12,1989,32,2,33,1,8,2,108,3,1,2,2,7,1,4,2,,.00081462256,.0011517847,.62694484
17 Nov 22,17 Nov 22,3177,2097.2859,27,2,1,sv,1,3,998,,998,,41,41,224,17,0,0,0,0,0,1,1,,,,,,1,9,1,1,1,2,2,3,3,3,2,6,1,1,2,4,1,3,4,1,4,2,998,1,5,1,1,1,2,3,4,2,9,,,,,,,,,,,11,,,998,,,,,,,,,,,,12,,,,,5,1,2,,,,1,3,3,3,3,3,6,4,5,1,5,3,1,2,1,6,1,1,1,8,2,999,4,998,,2,1,,3,,,,7,5,5,5,5,4,3,2,1,1976,46,4,41,1,4,2,133,998,1,2,3,1,998,3,1,1,.92849666,1.4456207,.86551613
17 Nov 22,17 Nov 22,3178,1475.226,10,2,2,fr,1,3,1,,,1,14,14,150,2,2,4,0,2,0,1,1,,,,,,1,3,2,1,3,1,2,3,3,2,2,6,1,3,3,5,1,0,1,2,3,4,4,6,1,1,2,1,1,2,3,4,3,,,,,,,,,,,11,,,2,,,,,,,,,,,11,,,,,,3,4,5,,,,998,2,1,4,3,1,4,3,2,1,6,6,6,6,5,5,4,1,6,1,999,4,4,998,,3,1,2,,,,,8,4,1,1,998,2,2,1,5,1975,47,4,14,1,4,2,37,2,1,2,9,3,1,1,2,,1.8888285,1.5913097,1.3011416
17 Nov 22,17 Nov 22,3179,1286.833,15,2,2,it,1,3,2,,5,,20,20,20,30,1,1,0,0,0,1,,,,,,6,,,,2,3,1,3,1,1,1,2,7,1,10,6,7,1,10,3,2,5,4,3,9,2,4,1,2,1,1,7,998,,,,,,,,7,,,,,,,1,1,,,4,,,,,,,,,,,,,,,,,,,1,3,3,2,1,3,2,3,3,3,6,6,6,4,6,6,5,11,3,10,2,10,6,998,,3,1,,,,,,10,10,1,2,2,2,3,2,12,1955,66,6,20,1,7,2,79,3,6,,,,3,2,1,2,.44118455,.31697121,.4860599
17 Nov 22,17 Nov 22,3180,1129.847,21,2,2,pl,1,3,2,,8,,33,33,33,3,1,0,1,0,0,1,,,,,,6,2,1,1,1,2,1,3,2,2,1,3,7,1,4,2,5,1,3,1,5,2,2,4,8,1,4,3,2,2,2,3,3,7,,,,,,,,,,,11,,,2,1,2,,,,,,,,10,11,,,,,,4,4,2,,,,998,2,4,2,2,2,2,3,3,1,1,3,3,3,4,4,8,7,3,8,7,7,7,416,"Platforma Obywatelska, PO",2,1,,,,,,8,8,3,3,4,3,3,1,1,1980,42,3,33,1,8,2,105,3,1,2,4,7,1,2,2,,.0015418681,.0019070006,.59049457
17 Nov 22,17 Nov 22,3181,1030.869,27,2,1,sv,1,3,2,,5,,15,15,15,44,0,0,0,0,0,3,,,,,,6,,,,2,3,3,3,1,1,1,2,5,999,,2,4,1,3,3,5,5,4,5,8,1,1,1,1,2,1,6,5,,,,,,,,,,,,11,,,998,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,1,2,3,1,3,1,1,3,5,5,5,6,1,2,2,8,3,8,3,999,,2,,,,,5,,10,10,1,998,5,2,3,2,1,1953,69,6,15,1,3,2,133,2,6,,,,3,7,2,,.8398006,.73169333,.88142109
17 Nov 22,17 Nov 22,3182,1318.814,10,2,2,fr,1,5,2,,9,,14,14,,45,0,2,0,0,0,3,,,,,,6,1,9,2,1,2,1,3,2,1,2,4,6,1,5,4,6,1,5,1,3,2,4,2,,2,4,1,3,1,2,5,3,9,,,3,,,,,,,,,,1,2,1,2,,,,,,,,,,,13,,,,5,2,997,,,,2,3,1,1,1,1,2,1,3,1,3,3,3,4,2,3,7,6,8,4,8,2,7,180,,1,,,,4,,,6,9,2,2,5,2,999,2,5,1951,71,6,14,1,8,1,36,3,1,1,2,7,3,6,998,,.48077756,.58747286,.80283248
17 Nov 22,17 Nov 22,3183,1222.963,21,2,2,pl,1,3,998,,8,,33,33,33,6,2,0,0,0,0,1,1,2,,,,,1,6,1,2,3,3,3,2,3,2,3,6,1,5,3,5,1,2,2,5,5,4,5,7,1,2,1,2,1,2,5,4,999,,,,,,,7,,,,,,,1,1,2,3,,,,,,,,11,,,,,,3,2,4,,,,1,3,2,1,2,2,3,2,3,1,1,3,5,5,4,4,7,5,4,6,5,999,5,339,,3,,,,,,999,7,6,3,2,5,2,3,1,10,1972,50,4,33,1,7,4,102,1,1,2,4,6,1,3,1,3,.0015104882,.0018486334,1.1285007
17 Nov 22,17 Nov 22,3184,1154.478,10,2,2,fr,1,4,2,,1,,14,14,,4,2,3,0,0,0,1,1,,,,,,,,,1,2,1,2,2,3,3,5,5,1,4,1,3,999,,2,1,1,1,1,,1,1,1,2,2,2,5,3,3,,,,,,,,,,,11,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,2,2,4,2,4,1,6,5,6,5,5,5,3,2,2,5,2,3,998,,2,,,,,5,,9,8,4,4,5,2,3,2,8,1972,50,4,14,1,3,3,40,1,8,,,,4,5,1,2,2.3049636,1.9829918,1.3011416
17 Nov 22,17 Nov 22,3185,1176.677,10,2,2,fr,1,4,2,,2,,999,14,,17,0,2,0,0,0,1,1,,,,,,1,1,1,1,3,2,3,3,3,1,4,7,1,3,5,5,1,3,2,1,4,4,1,,1,3,2,3,1,1,5,3,8,,,,,,,,,,,11,,,2,1,,,,,,,,,,11,,,,,,5,1,2,,,,1,2,2,1,2,2,2,3,4,4,5,3,3,6,6,6,1,1,1,10,10,8,6,417,,1,1,,3,,,,6,10,1,2,5,1,3,2,9,1967,55,4,14,1,8,1,36,3,1,2,1,8,1,6,1,3,.43357158,.31834707,1.3011416
17 Nov 22,17 Nov 22,3186,1395.772,21,2,2,pl,1,4,2,,5,,33,33,,49,0,1,0,0,1,1,,,,,,6,1,10,2,1,2,1,3,2,3,2,6,7,1,4,3,5,1,1,2,4,4,3,4,,1,3,2,3,2,1,7,4,6,,,,,,,7,8,,,,,,1,,,,,,,,,,,,,,14,,,5,2,2,,,,1,3,4,1,4,1,3,1,3,1,5,3,6,3,5,6,4,4,2,7,1,7,8,342,,2,1,,,,,,10,7,1,1,2,3,3,1,7,1970,52,4,33,1,8,2,103,3,1,2,3,3,1,3,2,,.0031304706,.0029127959,.56425035
17 Nov 22,17 Nov 22,3187,1071.066,15,2,2,it,1,3,2,,999,,999,999,999,42,1,0,1,0,0,3,,,,,,6,1,8,2,1,3,1,2,3,3,1,5,7,1,6,3,7,999,,1,4,3,3,2,4,2,2,2,2,2,2,5,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,4,4,3,,,,1,2,3,3,1,3,4,4,2,3,6,5,6,4,6,4,2,8,3,5,4,6,1,998,,1,,,,,5,,7,7,2,3,4,2,3,1,12,1974,47,4,20,1,4,2,75,2,1,2,4,4,1,2,2,,.51103336,.5366596,.93732136
17 Nov 22,17 Nov 22,3188,1071.025,27,2,1,sv,1,3,2,,8,,41,41,171,6,1,0,0,1,0,1,,,,,,6,1,5,1,2,3,3,3,2,2,1,2,4,1,1,2,5,999,,2,5,4,4,4,9,1,4,1,2,2,1,4,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,4,3,3,,,,998,2,3,2,2,3,3,6,4,1,4,4,6,3,5,5,3,6,5,4,2,7,4,998,,4,,,,,5,,8,7,4,4,5,4,3,1,4,1972,50,4,41,1,3,2,133,2,1,2,1,7,1,5,2,,1.0727518,.78723049,.86551613
17 Nov 22,17 Nov 22,3189,805.625,10,2,1,fr,1,1,2,,3,,14,14,,20,0,0,0,0,0,,1,2,,,,,1,7,2,1,3,3,2,1,2,1,5,5,1,7,5,5,1,5,2,5,4,5,1,,1,2,5,1,2,2,6,5,,,,,,,,,,,,,999,,1,,,,,,,,,,,,,,,,,4,2,2,,,,1,2,2,3,1,3,2,4,2,6,4,5,6,3,6,6,6,8,5,999,4,999,7,169,,2,,,,,5,,8,8,2,5,998,2,3,1,1,1998,24,1,14,1,8,3,40,3,1,2,1,8,1,3,2,,1.5612139,2.18047,1.0854439
17 Nov 22,17 Nov 22,3190,1218.691,21,2,1,pl,1,3,2,,6,,33,999,33,45,0,2,0,0,0,3,,,,,,6,,,,1,3,1,3,3,1,3,3,6,1,6,2,6,1,1,1,2,2,3,2,3,1,1,1,2,2,2,6,2,5,,,,,,,7,8,,,,,,1,1,2,,4,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,2,3,3,1,6,3,4,4,3,4,2,2,1,8,1,5,2,341,,3,,2,3,,,,3,2,2,2,5,2,3,1,9,1944,78,6,33,1,8,2,107,2,6,,,,3,8,1,3,1.2774227,1.1939547,1.0071064
17 Nov 22,17 Nov 22,3191,965.15302,21,2,1,pl,1,4,999,,999,,33,33,,12,1,0,0,1,0,1,1,,,,,,1,3,1,1,3,2,3,2,3,3,7,6,1,4,3,6,1,5,2,4,4,4,3,,2,2,3,2,1,2,6,3,3,,,3,,,,7,,,,,,,1,1,2,3,,,,,,,,11,,,,,,3,3,4,,,,1,3,3,3,1,3,3,6,2,4,4,4,5,5,5,5,2,2,2,8,6,8,7,340,,2,,,,,5,,8,3,4,2,2,2,3,2,8,1970,52,4,33,1,9,3,102,2,1,2,1,8,1,6,2,,.16032796,.13666214,1.1285007
17 Nov 22,17 Nov 22,3192,989.72302,21,2,2,pl,1,3,2,,8,,33,33,33,50,2,0,0,0,0,1,,,3,,,,1,9,2,2,3,3,3,2,1,1,4,6,1,5,3,4,1,2,1,5,5,4,5,10,2,2,2,2,1,1,4,5,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,3,4,,,,1,3,4,5,2,3,4,7,6,1,2,4,5,3,4,6,2,2,3,9,7,8,6,339,,1,,,,,5,,8,9,2,1,2,2,3,1,2,1972,50,4,33,1,4,4,104,3,1,2,4,6,1,5,1,3,3.0000999,3.000098,1.1285007
17 Nov 22,17 Nov 22,3193,1118.566,27,2,2,sv,1,1,2,,3,,41,41,,4,0,0,0,0,0,,,,,,,6,,,,1,2,3,3,2,2,2,2,5,999,,6,7,1,5,5,2,5,4,2,,4,3,7,2,2,2,6,3,7,,,,,,,7,,,,,,,998,1,2,3,,,,,,,10,11,,,,,,,,,4,2,4,1,2,2,6,2,4,6,3,5,2,5,3,3,5,3,5,7,6,5,7,4,6,6,376,,2,,,,,5,,8,8,2,1,5,3,3,1,11,1996,26,2,41,2,4,1,135,3,2,,,,7,6,2,,1.5043831,2.0782926,1.1433755
17 Nov 22,17 Nov 22,3194,2571.0969,10,2,2,fr,1,3,2,,4,,14,14,999,12,1,3,0,0,0,3,,,,,,6,,,,1,3,1,2,1,2,1,3,5,1,1,3,7,1,10,1,3,4,4,3,10,6,1,1,1,2,1,5,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,2,3,4,1,4,2,2,2,3,5,6,6,6,7,999,999,999,999,,1,,,,,5,,8,7,2,3,2,1,3,1,6,1961,61,5,14,1,3,3,41,2,8,,,,1,2,2,,1.7613298,2.1939423,1.7316043
17 Nov 22,17 Nov 22,3195,2285.7629,15,2,2,it,1,1,2,,7,,20,20,,51,0,0,0,0,1,3,,,,,,6,1,5,2,1,3,3,3,2,2,1,2,6,1,3,4,5,1,3,1,3,3,4,2,,3,3,1,2,1,1,5,3,4,,,,,,,,,,10,,,,998,1,2,,,,,,,,,11,,,,,,4,1,2,,,,998,3,2,2,1,2,2,3,5,2,5,4,4,3,6,4,5,11,5,5,6,6,7,237,,3,,,,,5,,8,8,3,4,4,2,3,1,6,1971,51,4,20,1,4,2,77,1,1,2,3,10,1,5,2,,.6945371,.43934029,.93732136
17 Nov 22,17 Nov 22,3196,1137.701,21,2,2,pl,1,3,2,,9,,33,33,33,24,3,0,1,2,0,1,,,,,,6,1,8,2,2,3,3,3,2,2,1,5,6,1,12,5,6,1,4,1,5,5,5,5,10,2,1,2,1,1,1,6,5,,,,,,,,7,8,,,,,,998,,,,,,,,,,,,,,,,,5,2,2,,,,1,1,2,2,2,2,2,2,2,1,4,3,4,3,6,6,2,7,3,8,8,8,7,337,,1,1,,,4,,,6,8,1,2,2,2,3,1,6,1976,46,4,33,1,7,2,107,3,1,2,3,4,1,3,2,,.0042375624,.0068334676,.56425035
17 Nov 22,17 Nov 22,3197,947.922,10,2,2,fr,1,3,2,,8,,14,14,14,31,1,0,1,0,0,1,1,,,,,,1,7,2,2,3,3,3,2,3,2,6,7,1,5,5,5,1,6,4,5,4,5,5,9,6,2,1,2,1,1,6,4,7,,,,,,,,,,,11,,,2,,,3,,,6,,8,,,11,,,,,,5,3,2,,,,1,2,2,4,2,3,3,6,5,1,7,2,6,6,5,4,6,7,3,4,7,7,3,998,,2,,2,3,4,,,8,6,2,5,5,2,3,2,3,1991,31,2,14,1,7,2,38,2,1,2,2,7,1,8,2,,.65572953,.51080251,1.3381872
